date,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand,state
9/30/08,86605,15158,68167,-18452,15144,101763,83311,Kentucky
12/31/08,92031,15593,69643,-23996,13985,107624,83628,Kentucky
3/31/09,93170,16294,60488,-35479,13497,109464,73985,Kentucky
6/30/09,88448,14617,67360,-21320,14385,103065,81745,Kentucky
9/30/09,76291,13919,70244,-5581,14385,90210,84629,Kentucky
12/31/09,71564,14577,73867,2332,14606,86141,88473,Kentucky
3/31/10,71817,12423,66552,-5270,12418,84240,78970,Kentucky
6/30/10,66155,13944,73045,7727,14781,80099,87826,Kentucky
9/30/10,68514,13035,68917,2300,14932,81549,83849,Kentucky
12/31/10,69347,11461,76762,10601,14647,80808,91409,Kentucky
3/31/11,70107,13092,72155,1965,13009,83199,85164,Kentucky
6/30/11,67589,13876,72532,5736,14669,81465,87201,Kentucky
9/30/11,68350,11115,75649,11169,14985,79465,90634,Kentucky
12/31/11,70131,12819,72909,3232,13273,82950,86182,Kentucky
3/31/12,67991,12003,78401,11635,13228,79994,91629,Kentucky
6/30/12,68171,12024,74475,8213,13933,80195,88408,Kentucky
9/30/12,73654,12449,68725,-3419,13959,86103,82684,Kentucky
12/31/12,68070,13107,76965,11344,15556,81177,92521,Kentucky
3/31/13,72550,12595,72770,2870,15245,85145,88015,Kentucky
6/30/13,71286,12258,71457,3224,15311,83544,86768,Kentucky
9/30/13,69559,12357,73100,6193,15009,81916,88109,Kentucky
12/31/13,67650,13513,81125,15296,15334,81163,96459,Kentucky
3/31/14,75309,13543,75225,3826,17453,88852,92678,Kentucky
6/30/14,69733,13748,75956,8399,15924,83481,91880,Kentucky
9/30/14,70065,12164,76108,9665,15786,82229,91894,Kentucky
12/31/14,66309,15280,85374,19275,15490,81589,100864,Kentucky
3/31/15,80537,12384,69965,-8023,14933,92921,84898,Kentucky
6/30/15,70445,13708,82885,13666,14934,84153,97819,Kentucky
9/30/15,73918,13514,76065,6137,17504,87432,93569,Kentucky
12/31/15,68473,15221,87926,20037,15805,83694,103731,Kentucky
3/31/16,80668,12037,74368,-1963,16374,92705,90742,Kentucky
6/30/16,79813,13729,79644,3991,17889,93542,97533,Kentucky
9/30/16,80241,18748,88203,8163,18949,98989,107152,Kentucky
12/31/16,74964,15698,80735,5017,14944,90662,95679,Kentucky
3/31/17,73056,12776,76050,5046,14828,85832,90878,Kentucky
6/30/17,79680,14745,75362,976,20039,94425,95401,Kentucky
9/30/17,74445,17344,77374,767,15182,91789,92556,Kentucky
12/31/17,69932,16135,80080,7831,13818,86067,93898,Kentucky
9/30/92,82902,21935,81969,5603,28471,104837,110440,Louisiana
12/31/92,81189,13888,88284,9552,16345,95077,104629,Louisiana
3/31/93,82367,22298,77708,-2151,24806,104665,102514,Louisiana
6/30/93,71752,21336,88269,19012,23831,93088,112100,Louisiana
9/30/93,77884,18725,90095,13822,20336,96609,110431,Louisiana
12/31/93,78887,15923,87844,11162,18128,94810,105972,Louisiana
3/31/94,80950,22205,89778,11287,24664,103155,114442,Louisiana
6/30/94,82496,21328,90050,8751,22525,103824,112575,Louisiana
9/30/94,76425,16731,100392,30192,22956,93156,123348,Louisiana
12/31/94,82724,20079,89592,7258,20469,102803,110061,Louisiana
3/31/95,90212,19943,87999,1769,23925,110155,111924,Louisiana
6/30/95,85841,21201,97796,11134,20380,107042,118176,Louisiana
9/30/95,78899,14872,100985,23797,16583,93771,117568,Louisiana
12/31/95,90528,17810,84506,-6597,17235,108338,101741,Louisiana
3/31/96,85118,18332,86513,3450,20387,103450,106900,Louisiana
6/30/96,79763,15946,94033,19617,21293,95709,115326,Louisiana
9/30/96,82513,18503,96380,16462,21098,101016,117478,Louisiana
12/31/96,90688,16682,89550,835,18655,107370,108205,Louisiana
3/31/97,91276,18526,90490,644,19956,109802,110446,Louisiana
6/30/97,82281,14577,96416,17702,18144,96858,114560,Louisiana
9/30/97,85075,17442,101691,18524,19350,102517,121041,Louisiana
12/31/97,88341,18610,95759,12704,23896,106951,119655,Louisiana
3/31/98,92576,19951,90711,-3930,17886,112527,108597,Louisiana
6/30/98,88663,20754,103799,19924,25542,109417,129341,Louisiana
9/30/98,98181,19373,96686,2596,23464,117554,120150,Louisiana
12/31/98,95678,20875,92735,-3235,20583,116553,113318,Louisiana
3/31/99,98234,21965,93603,-3434,23162,120199,116765,Louisiana
6/30/99,98646,24037,97855,-1188,23640,122683,121495,Louisiana
9/30/99,98126,23097,103821,9192,26594,121223,130415,Louisiana
12/31/99,99651,23439,104837,5804,24057,123090,128894,Louisiana
3/31/00,97721,21941,101677,7317,25302,119662,126979,Louisiana
6/30/00,95763,26338,104583,7128,24646,122101,129229,Louisiana
9/30/00,94438,23495,95963,-753,21217,117933,117180,Louisiana
12/31/00,97529,25254,95642,-1130,26011,122783,121653,Louisiana
3/31/01,94388,28422,104899,3631,21542,122810,126441,Louisiana
6/30/01,98535,23890,97461,-320,24644,122425,122105,Louisiana
9/30/01,96508,22645,88743,-8113,22297,119153,111040,Louisiana
12/31/01,103186,21836,85278,-18237,21507,125022,106785,Louisiana
3/31/02,94315,22991,87860,-5986,23460,117306,111320,Louisiana
6/30/02,88478,22216,88946,48,21796,110694,110742,Louisiana
9/30/02,89771,19176,84807,-2141,21999,108947,106806,Louisiana
12/31/02,88340,21973,80472,-6087,23754,110313,104226,Louisiana
3/31/03,83639,18841,92305,7576,17751,102480,110056,Louisiana
6/30/03,89879,19273,88968,873,21057,109152,110025,Louisiana
9/30/03,92814,17109,91959,2892,20856,109923,112815,Louisiana
12/31/03,85940,17790,86916,2955,19769,103730,106685,Louisiana
3/31/04,88151,16971,94781,8214,18555,105122,113336,Louisiana
6/30/04,88316,17535,84695,-2265,18891,105851,103586,Louisiana
9/30/04,90540,19082,82874,-6428,20320,109622,103194,Louisiana
12/31/04,86262,18040,93093,10445,21654,104302,114747,Louisiana
3/31/05,86865,15136,88673,4910,18238,102001,106911,Louisiana
6/30/05,82618,17317,97268,17377,20044,99935,117312,Louisiana
9/30/05,130291,97914,91146,-117627,19432,228205,110578,Louisiana
12/31/05,135446,37402,117670,8635,63813,172848,181483,Louisiana
3/31/06,96080,15732,123272,41764,30304,111812,153576,Louisiana
6/30/06,94887,15730,102747,16221,24091,110617,126838,Louisiana
9/30/06,88960,18117,98983,13727,21821,107077,120804,Louisiana
12/31/06,87830,17311,97218,15008,22931,105141,120149,Louisiana
3/31/07,83769,17668,101583,21324,21178,101437,122761,Louisiana
6/30/07,95003,17655,90682,-1215,20761,112658,111443,Louisiana
9/30/07,89432,16709,86853,4293,23581,106141,110434,Louisiana
12/31/07,86119,17955,90701,10449,23822,104074,114523,Louisiana
3/31/08,86212,17623,87719,2329,18445,103835,106164,Louisiana
6/30/08,92164,17861,88347,-2110,19568,110025,107915,Louisiana
9/30/08,99749,20421,83370,-16161,20639,120170,104009,Louisiana
12/31/08,85993,20055,101668,15731,20111,106048,121779,Louisiana
3/31/09,98872,18770,77070,-22593,17979,117642,95049,Louisiana
6/30/09,103059,19305,75400,-29250,17714,122364,93114,Louisiana
9/30/09,92060,19402,78890,-12593,19979,111462,98869,Louisiana
12/31/09,86059,17798,80655,-3308,19894,103857,100549,Louisiana
3/31/10,82266,16659,77446,-3254,18225,98925,95671,Louisiana
6/30/10,79539,17632,86536,8759,19394,97171,105930,Louisiana
9/30/10,79572,18868,84026,5330,19744,98440,103770,Louisiana
12/31/10,83819,18138,84773,2559,19743,101957,104516,Louisiana
3/31/11,76697,15668,84614,11081,18832,92365,103446,Louisiana
6/30/11,85261,17775,80216,-4537,18283,103036,98499,Louisiana
9/30/11,76319,15858,90284,19594,21487,92177,111771,Louisiana
12/31/11,80644,17146,81208,2967,19549,97790,100757,Louisiana
3/31/12,82220,17875,98902,16191,17384,100095,116286,Louisiana
6/30/12,84916,19243,85014,191,19336,104159,104350,Louisiana
9/30/12,84819,18606,83087,-1546,18792,103425,101879,Louisiana
12/31/12,73218,18752,87189,14905,19686,91970,106875,Louisiana
3/31/13,77255,17245,88832,13832,19500,94500,108332,Louisiana
6/30/13,83662,18947,80494,-3365,18750,102609,99244,Louisiana
9/30/13,79299,15628,84153,12794,23568,94927,107721,Louisiana
12/31/13,80836,16115,84022,8567,21496,96951,105518,Louisiana
3/31/14,77755,16234,88318,14432,20103,93989,108421,Louisiana
6/30/14,86873,15950,87978,3237,18082,102823,106060,Louisiana
9/30/14,78246,16968,90793,12526,16947,95214,107740,Louisiana
12/31/14,81321,13439,91020,15278,19018,94760,110038,Louisiana
3/31/15,92815,18083,80102,-10999,19797,110898,99899,Louisiana
6/30/15,92718,15896,86875,-4928,16811,108614,103686,Louisiana
9/30/15,86020,14795,81222,-1468,18125,100815,99347,Louisiana
12/31/15,88192,15128,84910,3313,21723,103320,106633,Louisiana
3/31/16,91416,16367,79692,-9877,18214,107783,97906,Louisiana
6/30/16,91243,19462,79343,-14580,16782,110705,96125,Louisiana
9/30/16,86821,16886,88893,3713,18527,103707,107420,Louisiana
12/31/16,86901,16568,76545,-9210,17714,103469,94259,Louisiana
3/31/17,77366,15908,85060,9262,17476,93274,102536,Louisiana
6/30/17,85270,18811,83181,-5225,15675,104081,98856,Louisiana
9/30/17,81188,15173,80461,1182,17082,96361,97543,Louisiana
12/31/17,79097,16451,81600,2968,16916,95548,98516,Louisiana
9/30/92,82902,21935,81969,5603,28471,104837,110440,Louisiana
12/31/92,81189,13888,88284,9552,16345,95077,104629,Louisiana
3/31/93,82367,22298,77708,-2151,24806,104665,102514,Louisiana
6/30/93,71752,21336,88269,19012,23831,93088,112100,Louisiana
9/30/93,77884,18725,90095,13822,20336,96609,110431,Louisiana
12/31/93,78887,15923,87844,11162,18128,94810,105972,Louisiana
3/31/94,80950,22205,89778,11287,24664,103155,114442,Louisiana
6/30/94,82496,21328,90050,8751,22525,103824,112575,Louisiana
9/30/94,76425,16731,100392,30192,22956,93156,123348,Louisiana
12/31/94,82724,20079,89592,7258,20469,102803,110061,Louisiana
3/31/95,90212,19943,87999,1769,23925,110155,111924,Louisiana
6/30/95,85841,21201,97796,11134,20380,107042,118176,Louisiana
9/30/95,78899,14872,100985,23797,16583,93771,117568,Louisiana
12/31/95,90528,17810,84506,-6597,17235,108338,101741,Louisiana
3/31/96,85118,18332,86513,3450,20387,103450,106900,Louisiana
6/30/96,79763,15946,94033,19617,21293,95709,115326,Louisiana
9/30/96,82513,18503,96380,16462,21098,101016,117478,Louisiana
12/31/96,90688,16682,89550,835,18655,107370,108205,Louisiana
3/31/97,91276,18526,90490,644,19956,109802,110446,Louisiana
6/30/97,82281,14577,96416,17702,18144,96858,114560,Louisiana
9/30/97,85075,17442,101691,18524,19350,102517,121041,Louisiana
12/31/97,88341,18610,95759,12704,23896,106951,119655,Louisiana
3/31/98,92576,19951,90711,-3930,17886,112527,108597,Louisiana
6/30/98,88663,20754,103799,19924,25542,109417,129341,Louisiana
9/30/98,98181,19373,96686,2596,23464,117554,120150,Louisiana
12/31/98,95678,20875,92735,-3235,20583,116553,113318,Louisiana
3/31/99,98234,21965,93603,-3434,23162,120199,116765,Louisiana
6/30/99,98646,24037,97855,-1188,23640,122683,121495,Louisiana
9/30/99,98126,23097,103821,9192,26594,121223,130415,Louisiana
12/31/99,99651,23439,104837,5804,24057,123090,128894,Louisiana
3/31/00,97721,21941,101677,7317,25302,119662,126979,Louisiana
6/30/00,95763,26338,104583,7128,24646,122101,129229,Louisiana
9/30/00,94438,23495,95963,-753,21217,117933,117180,Louisiana
12/31/00,97529,25254,95642,-1130,26011,122783,121653,Louisiana
3/31/01,94388,28422,104899,3631,21542,122810,126441,Louisiana
6/30/01,98535,23890,97461,-320,24644,122425,122105,Louisiana
9/30/01,96508,22645,88743,-8113,22297,119153,111040,Louisiana
12/31/01,103186,21836,85278,-18237,21507,125022,106785,Louisiana
3/31/02,94315,22991,87860,-5986,23460,117306,111320,Louisiana
6/30/02,88478,22216,88946,48,21796,110694,110742,Louisiana
9/30/02,89771,19176,84807,-2141,21999,108947,106806,Louisiana
12/31/02,88340,21973,80472,-6087,23754,110313,104226,Louisiana
3/31/03,83639,18841,92305,7576,17751,102480,110056,Louisiana
6/30/03,89879,19273,88968,873,21057,109152,110025,Louisiana
9/30/03,92814,17109,91959,2892,20856,109923,112815,Louisiana
12/31/03,85940,17790,86916,2955,19769,103730,106685,Louisiana
3/31/04,88151,16971,94781,8214,18555,105122,113336,Louisiana
6/30/04,88316,17535,84695,-2265,18891,105851,103586,Louisiana
9/30/04,90540,19082,82874,-6428,20320,109622,103194,Louisiana
12/31/04,86262,18040,93093,10445,21654,104302,114747,Louisiana
3/31/05,86865,15136,88673,4910,18238,102001,106911,Louisiana
6/30/05,82618,17317,97268,17377,20044,99935,117312,Louisiana
9/30/05,130291,97914,91146,-117627,19432,228205,110578,Louisiana
12/31/05,135446,37402,117670,8635,63813,172848,181483,Louisiana
3/31/06,96080,15732,123272,41764,30304,111812,153576,Louisiana
6/30/06,94887,15730,102747,16221,24091,110617,126838,Louisiana
9/30/06,88960,18117,98983,13727,21821,107077,120804,Louisiana
12/31/06,87830,17311,97218,15008,22931,105141,120149,Louisiana
3/31/07,83769,17668,101583,21324,21178,101437,122761,Louisiana
6/30/07,95003,17655,90682,-1215,20761,112658,111443,Louisiana
9/30/07,89432,16709,86853,4293,23581,106141,110434,Louisiana
12/31/07,86119,17955,90701,10449,23822,104074,114523,Louisiana
3/31/08,86212,17623,87719,2329,18445,103835,106164,Louisiana
6/30/08,92164,17861,88347,-2110,19568,110025,107915,Louisiana
9/30/08,99749,20421,83370,-16161,20639,120170,104009,Louisiana
12/31/08,85993,20055,101668,15731,20111,106048,121779,Louisiana
3/31/09,98872,18770,77070,-22593,17979,117642,95049,Louisiana
6/30/09,103059,19305,75400,-29250,17714,122364,93114,Louisiana
9/30/09,92060,19402,78890,-12593,19979,111462,98869,Louisiana
12/31/09,86059,17798,80655,-3308,19894,103857,100549,Louisiana
3/31/10,82266,16659,77446,-3254,18225,98925,95671,Louisiana
6/30/10,79539,17632,86536,8759,19394,97171,105930,Louisiana
9/30/10,79572,18868,84026,5330,19744,98440,103770,Louisiana
12/31/10,83819,18138,84773,2559,19743,101957,104516,Louisiana
3/31/11,76697,15668,84614,11081,18832,92365,103446,Louisiana
6/30/11,85261,17775,80216,-4537,18283,103036,98499,Louisiana
9/30/11,76319,15858,90284,19594,21487,92177,111771,Louisiana
12/31/11,80644,17146,81208,2967,19549,97790,100757,Louisiana
3/31/12,82220,17875,98902,16191,17384,100095,116286,Louisiana
6/30/12,84916,19243,85014,191,19336,104159,104350,Louisiana
9/30/12,84819,18606,83087,-1546,18792,103425,101879,Louisiana
12/31/12,73218,18752,87189,14905,19686,91970,106875,Louisiana
3/31/13,77255,17245,88832,13832,19500,94500,108332,Louisiana
6/30/13,83662,18947,80494,-3365,18750,102609,99244,Louisiana
9/30/13,79299,15628,84153,12794,23568,94927,107721,Louisiana
12/31/13,80836,16115,84022,8567,21496,96951,105518,Louisiana
3/31/14,77755,16234,88318,14432,20103,93989,108421,Louisiana
6/30/14,86873,15950,87978,3237,18082,102823,106060,Louisiana
9/30/14,78246,16968,90793,12526,16947,95214,107740,Louisiana
12/31/14,81321,13439,91020,15278,19018,94760,110038,Louisiana
3/31/15,92815,18083,80102,-10999,19797,110898,99899,Louisiana
6/30/15,92718,15896,86875,-4928,16811,108614,103686,Louisiana
9/30/15,86020,14795,81222,-1468,18125,100815,99347,Louisiana
12/31/15,88192,15128,84910,3313,21723,103320,106633,Louisiana
3/31/16,91416,16367,79692,-9877,18214,107783,97906,Louisiana
6/30/16,91243,19462,79343,-14580,16782,110705,96125,Louisiana
9/30/16,86821,16886,88893,3713,18527,103707,107420,Louisiana
12/31/16,86901,16568,76545,-9210,17714,103469,94259,Louisiana
3/31/17,77366,15908,85060,9262,17476,93274,102536,Louisiana
6/30/17,85270,18811,83181,-5225,15675,104081,98856,Louisiana
9/30/17,81188,15173,80461,1182,17082,96361,97543,Louisiana
12/31/17,79097,16451,81600,2968,16916,95548,98516,Louisiana
9/30/92,27985,7482,32456,6250,9261,35467,41717,Maine
12/31/92,27671,8100,28138,188,7821,35771,35959,Maine
3/31/93,28630,11168,28282,-1028,10488,39798,38770,Maine
6/30/93,23832,7911,27164,5038,9617,31743,36781,Maine
9/30/93,26564,10191,31376,6098,11477,36755,42853,Maine
12/31/93,27935,8723,27663,2112,11107,36658,38770,Maine
3/31/94,28561,8988,30650,4149,11048,37549,41698,Maine
6/30/94,25693,11018,28265,872,9318,36711,37583,Maine
9/30/94,26460,10230,34164,9903,12429,36690,46593,Maine
12/31/94,28657,8342,29470,1249,8778,36999,38248,Maine
3/31/95,30398,7911,32127,3222,9404,38309,41531,Maine
6/30/95,30382,7758,28215,-41,9884,38140,38099,Maine
9/30/95,28693,12039,30957,304,10079,40732,41036,Maine
12/31/95,31550,8435,27839,-2618,9528,39985,37367,Maine
3/31/96,29035,8221,34095,5783,8944,37256,43039,Maine
6/30/96,30255,9174,29343,-1288,8798,39429,38141,Maine
9/30/96,27570,9586,32972,5646,9830,37156,42802,Maine
12/31/96,28644,9243,30997,3027,9917,37887,40914,Maine
3/31/97,29954,9797,33907,2314,8158,39751,42065,Maine
6/30/97,30680,9386,30889,2434,11611,40066,42500,Maine
9/30/97,28986,9359,33167,6266,11444,38345,44611,Maine
12/31/97,31762,9586,31868,3089,12569,41348,44437,Maine
3/31/98,31035,9451,34758,6598,12326,40486,47084,Maine
6/30/98,30508,8660,30155,1040,10053,39168,40208,Maine
9/30/98,28804,8256,35178,6567,8449,37060,43627,Maine
12/31/98,30328,8083,31813,3192,9790,38411,41603,Maine
3/31/99,29625,8452,34846,7908,11139,38077,45985,Maine
6/30/99,32674,8628,31843,-582,8877,41302,40720,Maine
9/30/99,31933,8844,33793,2875,9859,40777,43652,Maine
12/31/99,31027,8068,33609,3056,8542,39095,42151,Maine
3/31/00,29581,7362,38367,13779,12355,36943,50722,Maine
6/30/00,34399,7572,31905,-1009,9057,41971,40962,Maine
9/30/00,36852,8840,34722,-2885,8085,45692,42807,Maine
12/31/00,32475,8050,35289,2714,7950,40525,43239,Maine
3/31/01,34659,7645,37331,4544,9517,42304,46848,Maine
6/30/01,33816,8315,30645,-2648,8838,42131,39483,Maine
9/30/01,33799,10269,29337,-6578,8153,44068,37490,Maine
12/31/01,32068,9356,28940,-4184,8300,41424,37240,Maine
3/31/02,29730,9069,35246,8532,12085,38799,47331,Maine
6/30/02,30876,7280,29888,33,8301,38156,38189,Maine
9/30/02,30775,7201,27778,-2478,7720,37976,35498,Maine
12/31/02,29673,8982,30652,-395,7608,38655,38260,Maine
3/31/03,30279,8458,31734,2926,9929,38737,41663,Maine
6/30/03,30727,9854,29531,-2757,8293,40581,37824,Maine
9/30/03,29211,8302,28813,2974,11674,37513,40487,Maine
12/31/03,29291,9629,31211,1285,8994,38920,40205,Maine
3/31/04,30005,8134,32233,2546,8452,38139,40685,Maine
6/30/04,33490,7211,30126,-1633,8942,40701,39068,Maine
9/30/04,30643,9851,29350,-272,10872,40494,40222,Maine
12/31/04,29701,8603,30804,3385,10885,38304,41689,Maine
3/31/05,31840,10846,27750,-3710,11226,42686,38976,Maine
6/30/05,30769,9271,29586,-1574,8880,40040,38466,Maine
9/30/05,29672,8204,28784,-408,8684,37876,37468,Maine
12/31/05,30357,7661,31869,4610,10759,38018,42628,Maine
3/31/06,29252,8360,29582,1439,9469,37612,39051,Maine
6/30/06,31178,7736,29754,-336,8824,38914,38578,Maine
9/30/06,31760,8461,27720,-4017,8484,40221,36204,Maine
12/31/06,28782,8281,32042,4614,9635,37063,41677,Maine
3/31/07,30995,7501,30082,2824,11238,38496,41320,Maine
6/30/07,30577,9909,29945,-2123,8418,40486,38363,Maine
9/30/07,31672,8720,29201,-2452,8739,40392,37940,Maine
12/31/07,27899,7980,31712,5169,9336,35879,41048,Maine
3/31/08,31080,8080,29495,-624,9041,39160,38536,Maine
6/30/08,30804,10386,29394,-3393,8403,41190,37797,Maine
9/30/08,32345,10760,27451,-7434,8220,43105,35671,Maine
12/31/08,33231,8073,27534,-2119,11651,41304,39185,Maine
3/31/09,34975,8056,23584,-10966,8481,43031,32065,Maine
6/30/09,31853,8098,27606,-4223,8122,39951,35728,Maine
9/30/09,28855,7686,27728,50,8863,36541,36591,Maine
12/31/09,29342,7827,27277,-812,9080,37169,36357,Maine
3/31/10,28012,7682,24914,-2889,7891,35694,32805,Maine
6/30/10,27903,8229,27751,-425,7956,36132,35707,Maine
9/30/10,26696,7341,28014,2151,8174,34037,36188,Maine
12/31/10,26720,8133,27726,640,7767,34853,35493,Maine
3/31/11,26655,7503,25953,-1075,7130,34158,33083,Maine
6/30/11,27908,8104,28268,617,8361,36012,36629,Maine
9/30/11,25907,6764,28804,4500,8367,32671,37171,Maine
12/31/11,27488,7398,26353,-1427,7106,34886,33459,Maine
3/31/12,26686,8216,28345,546,7103,34902,35448,Maine
6/30/12,27509,6514,29096,3893,8820,34023,37916,Maine
9/30/12,29378,6052,26188,-2281,6961,35430,33149,Maine
12/31/12,28494,7770,26930,-1862,7472,36264,34402,Maine
3/31/13,27329,6892,26104,-1426,6691,34221,32795,Maine
6/30/13,25748,5872,30262,7363,8721,31620,38983,Maine
9/30/13,30422,5588,29529,873,7354,36010,36883,Maine
12/31/13,28822,7807,27642,-2016,6971,36629,34613,Maine
3/31/14,28321,6631,26930,-1743,6279,34952,33209,Maine
6/30/14,26280,6208,30329,5784,7943,32488,38272,Maine
9/30/14,28966,5620,26514,-884,7188,34586,33702,Maine
12/31/14,28160,7177,29002,38,6373,35337,35375,Maine
3/31/15,28513,6758,26400,-2538,6333,35271,32733,Maine
