GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
West Virginia,2007,29323.0,53779085.0,1834052.0,48521306.0,26456.0,4744894.0,2171485.0,21658.0,-99960.0,2935724.0,398661.0,1898652.0,278581.0,144735.0,3569708.0,24664.0,33531.0,1226613.0,1402.0,669.0,2636.0,369.0,6498.0,100.0,2571885.0,4834376.0,166393.0,3469748.0,677242.0,11917832.0,6916379.0,183603.0,750722.0,25172626.0,38772.0,8083503.0,35558753.0,32367534.0,4407.0,17648.0,7267.0,29323.0,13328048.0,917115.0,178529,90706,2198664,175864,41026,11126,167428,766,1278,2901,47774,258014,391066,16071,3294634,43457,343,269235,2239690,4953781,167532,280550,418814,8064,413965,41611,229817,1226613,5577781,8135,86792,40161,66671,5344847,463983,99645,13034779,193624,13328048,677242.0,8083503.0,161942,8502,1922,0,0,9521,0,4804,1913,0,38214,(NA),12575,24305,18093,173385,1711,259417,0,15219,4595,402025,76498,471016,128532,26151,12600,48081,56157,-44088,749756,96912,39672,6832,30541,0,-10563,8383,-6248,-4456,141,616271,547514,-62587,-99960,-144048,-133485,68757,749756,-10563,2336909.0,32367534.0,-67438.0,4508394.0,53846523.0,1317175.0,8083503.0,13328048.0,3469748.0,917115.0,4776971.0,1056752.0,3720219.0,11203.0,15348.0,3720219.0,5257779.0,11486.0,28998.0,1497076.0,48521306.0,5257779.0
Wisconsin,2007,37573.0,210810973.0,5610775.0,185992191.0,33149.0,20964944.0,8577576.0,70357.0,1139206.0,11159736.0,1503093.0,9770773.0,1611108.0,580484.0,12659387.0,21808.0,38453.0,2675851.0,2563.0,477.0,3730.0,555.0,4751.0,162.0,14380511.0,20930509.0,650841.0,13798593.0,3114201.0,26656407.0,29542520.0,907231.0,2941025.0,113090028.0,43551.0,38425221.0,156431141.0,142146263.0,6848.0,25335.0,5390.0,37573.0,30239489.0,3591866.0,760573,383388,5071325,29844,64852,22838,176352,2572,1558,8861,43752,546637,249948,35829,7233925,75171,1836,1143961,5136177,11890054,871402,370929,614324,31168,628165,32934,455858,2675851,12445273,24971,265226,122729,203741,12140002,694103,304504,29343289,591696,30239489,3114201.0,38425221.0,1073411,1020455,141672,11820,6995,340678,0,375503,94982,0,4594365,(NA),232473,255090,76423,1555761,59673,430320,0,1509755,435236,4194067,2568650,6580446,1150000,760000,207974,1084682,417975,252060,8341220,356954,425517,161126,784274,0,-42559,370000,23829,-68691,2303,9775045,9149096,2084606,1139206,1391266,1433825,625949,8341220,-42559,9403558.0,142146263.0,2036769.0,17981134.0,208774204.0,3696256.0,38425221.0,30239489.0,13798593.0,3591866.0,21471789.0,3375184.0,18096605.0,26979.0,72653.0,18096605.0,24818782.0,27228.0,0.0,6694949.0,185992191.0,24818782.0
Wyoming,2007,44719.0,23918986.0,534876.0,20867839.0,39014.0,1899756.0,1150670.0,9745.0,-82292.0,1930318.0,174627.0,1726698.0,268972.0,80979.0,1447654.0,17877.0,39834.0,152347.0,5783.0,285.0,6837.0,829.0,4676.0,69.0,3093077.0,3657016.0,90724.0,1365362.0,443599.0,2501065.0,3050426.0,36764.0,298350.0,11884560.0,41895.0,7193692.0,16300348.0,14035118.0,13449.0,26240.0,5030.0,44719.0,2690176.0,389074.0,34898,8159,444954,2990,13146,0,56467,1301,876,481,133800,54136,193257,2658,590202,30851,0,43057,458100,994686,34106,25806,29348,2526,80716,4097,55997,152347,1079153,5030,25334,11723,19461,1187943,87339,29085,2604573,56518,2690176,443599.0,7193692.0,722684,18663,41466,1034,30513,66453,0,0,19481,0,24457,(NA),344,6155,69950,830603,29997,714,0,69691,2615,597653,178752,855774,137156,40954,34730,155315,129691,-59993,1226931,215888,68877,15584,106624,0,-114301,11088,11193,-125877,383,1198947,1034526,39916,-82292,-142285,-27984,164421,1226931,-114301,961235.0,14035118.0,28791.0,2111905.0,23890195.0,-153325.0,7193692.0,2690176.0,1365362.0,389074.0,3286238.0,344806.0,2941432.0,4818.0,30474.0,2941432.0,3051147.0,13673.0,28966.0,67076.0,20867839.0,3051147.0
Alabama,2008,33430.0,157727573.0,4718206.0,141779525.0,30049.0,13049649.0,5747013.0,41846.0,671756.0,10421494.0,1717441.0,5984872.0,933175.0,465745.0,8612017.0,18491.0,38020.0,3467801.0,2109.0,735.0,3477.0,562.0,6000.0,89.0,9952146.0,16406366.0,507591.0,9283773.0,2650616.0,28309432.0,18796662.0,419594.0,2080437.0,79098709.0,41413.0,29009128.0,107179144.0,96521618.0,6148.0,20457.0,6824.0,33430.0,32196827.0,2588028.0,626408,87914,4197020,40634,122148,12431,182277,1499,1541,3165,85933,1170865,308844,18636,8034689,319870,1176,714322,4319168,11097503,400958,706898,875716,22499,1047145,49281,709977,3467801,12673727,1537967,193608,108267,183436,11406347,1120101,376002,31335514,485311,32196827,2650616.0,29009128.0,742963,106605,72929,1589,0,190587,984,68602,63468,119249,39711,(NA),24946,256191,40641,1006479,110849,3015901,0,241248,36091,1708977,829215,4062091,1316144,296310,161988,241262,395445,113986,4821914,941881,206573,35955,173999,(L),158921,110767,126226,30622,2073,5448739,4891306,881710,671756,785746,626825,557433,4821914,158921,6860594.0,96521618.0,868654.0,12607607.0,156858919.0,1950081.0,29009128.0,32196827.0,9283773.0,2588028.0,16835509.0,4394768.0,12440741.0,79480.0,15270.0,12440741.0,15948048.0,200949.0,125147.0,3181211.0,141779525.0,15948048.0
Alaska,2008,47791.0,32853999.0,687455.0,29690787.0,43189.0,3517137.0,1280162.0,588.0,-9943.0,2123567.0,249980.0,944533.0,316354.0,91821.0,2877202.0,31335.0,48384.0,460688.0,2602.0,670.0,4463.0,824.0,7098.0,162.0,1788457.0,3068100.0,92409.0,2867259.0,566334.0,4879634.0,4797299.0,111124.0,352040.0,17033186.0,55569.0,5422891.0,24697744.0,21979662.0,7888.0,31973.0,7930.0,47791.0,5451446.0,444449.0,107189,50126,918585,1635,1765,859,2954,2423,249,1537,19867,67388,24456,5068,502969,70615,658,157315,920350,818612,106056,98547,137438,2319,140557,8792,36949,460688,1493934,2229521,27836,15566,26374,843068,152326,54060,5327610,69776,5451446,566334.0,5422891.0,1967,0,374,(L),493,7333,0,0,0,0,1392,(NA),201,13894,3968,9674,702,806,0,523,5837,31095,25125,11872,4871,3233,5013,13934,6439,-5785,61097,219,4953,1784,11165,0,-3080,2792,-1462,-1557,-61,48449,36997,3006,-9943,-15728,-12648,11452,61097,-3080,1263214.0,21979662.0,2414.0,2543376.0,32851585.0,-174706.0,5422891.0,5451446.0,2867259.0,444449.0,3689191.0,604755.0,3084436.0,3359.0,27892.0,3084436.0,3163212.0,11161.0,4693.0,62922.0,29690787.0,3163212.0
Arizona,2008,35717.0,224317885.0,6280362.0,202030064.0,32169.0,18155890.0,8574904.0,15640.0,186231.0,14878146.0,3472849.0,10552713.0,1652224.0,680627.0,13417468.0,19713.0,43162.0,3290534.0,2082.0,524.0,4049.0,816.0,5716.0,90.0,13075270.0,25430859.0,696267.0,13603699.0,5125073.0,35901524.0,26730794.0,564204.0,2715448.0,117203207.0,46176.0,43631202.0,157537700.0,140930421.0,6947.0,22440.0,6330.0,35717.0,39756262.0,3411715.0,796917,218118,7784326,34661,506477,3114,176957,3983,1083,2651,550133,886220,761751,10831,8416947,710717,1826,1015035,8290803,12169563,553373,835122,554157,33946,922516,74088,1387426,3290534,17418467,1982686,258332,144461,244760,12931314,1032376,501702,38607007,647553,39756262,5125073.0,43631202.0,647273,15511,43741,0,18029,23655,8063,0,95138,197236,763488,(NA),98347,389985,238397,714669,54260,22535,0,136741,835321,1182495,1950287,1500692,554346,351053,89968,601748,211039,124519,3420275,357191,181935,79347,394747,(L),-20958,191507,-40475,18178,1339,3751986,3450979,660325,186231,310753,331711,301007,3420275,-20958,9326152.0,140930421.0,622014.0,17901056.0,223695871.0,1293777.0,43631202.0,39756262.0,13603699.0,3411715.0,23853434.0,5490297.0,18363137.0,56016.0,29117.0,18363137.0,22287821.0,68380.0,387356.0,3468948.0,202030064.0,22287821.0
Arkansas,2008,32141.0,92390681.0,2874554.0,83062990.0,28896.0,6875738.0,3430584.0,43258.0,1392521.0,5999967.0,882292.0,4219648.0,695374.0,276777.0,5172788.0,18689.0,35216.0,1869785.0,2247.0,650.0,3555.0,549.0,6250.0,161.0,6458877.0,10219615.0,320035.0,6565309.0,1577666.0,17967288.0,10306322.0,462083.0,1262593.0,44462871.0,38755.0,18256158.0,61334502.0,53835367.0,6351.0,18728.0,7062.0,32141.0,20299156.0,1582628.0,274687,25260,3371945,9907,12906,29719,188548,2102,1520,6250,48565,611410,247020,39591,4724967,156980,212,299947,3384851,6812010,422492,447675,510753,12370,665228,26510,471920,1869785,8266798,942421,117516,65716,111342,7059030,704320,228225,19776357,294574,20299156,1577666.0,18256158.0,788659,325267,150684,0,1346540,166890,63067,1118710,323605,471831,36616,(NA),12336,48743,62229,1106233,82280,3748616,0,3177189,26933,2926564,3881541,4891465,1680000,970000,384033,391914,642379,192564,7724187,881112,534597,39944,266283,(L),-490138,340000,-487125,-12169,9156,9799418,8773006,1698748,1392521,1585093,2075231,1026412,7724187,-490138,3962095.0,53835367.0,1684338.0,7392679.0,90706343.0,-106456.0,18256158.0,20299156.0,6565309.0,1582628.0,9073165.0,2338402.0,6734763.0,3934.0,24446.0,6734763.0,9327691.0,3934.0,79515.0,2509479.0,83062990.0,9327691.0
California,2008,44162.0,1616530437.0,36604337.0,1404434823.0,38368.0,146394294.0,58340121.0,66821.0,4986567.0,99492767.0,25945930.0,78814088.0,27505492.0,4535454.0,141873403.0,31281.0,52369.0,27545431.0,2699.0,753.0,4871.0,1460.0,4991.0,218.0,98786020.0,178306855.0,4602275.0,146859970.0,53451422.0,182683486.0,204734415.0,7983714.0,16094500.0,842860549.0,57712.0,330544297.0,1194454934.0,1067773509.0,9030.0,29171.0,5961.0,44162.0,218212631.0,20696775.0,5210986,5248061,38537403,4701773,3576467,27203,510774,53644,6251,76244,2422118,5091532,7634665,163342,50220634,963326,663,10459047,42113870,56489331,7820372,3198299,8796553,156197,3293708,267729,4515173,27545431,93297830,10337285,1503999,841044,1424979,64123996,3718297,2920883,211521726,3770022,218212631,53451422.0,330544297.0,2374185,144407,40633,10113,991329,234128,3576,0,330865,673400,6924121,(NA),11466536,3864489,1369583,2648946,707164,1407321,0,1480290,7215979,12011334,26777441,10980388,5080000,2840000,435144,8547856,1705890,2018403,32266088,1034819,1372079,990412,4789278,(L),-627773,1380000,-608956,-170868,152051,39898863,37757829,10766257,4986567,7005002,7632775,2141034,32266088,-627773,66573942.0,1067773509.0,10302398.0,124914063.0,1606228039.0,-1767362.0,330544297.0,218212631.0,146859970.0,20696775.0,188129373.0,35149507.0,152979866.0,706486.0,89826.0,152979866.0,212095614.0,713516.0,1387190.0,57015042.0,1404434823.0,212095614.0
Colorado,2008,42663.0,208608111.0,4889730.0,182294004.0,37281.0,15475250.0,8360353.0,32689.0,296763.0,13966542.0,2503069.0,9652214.0,2394364.0,743991.0,16769239.0,22540.0,47005.0,1926982.0,3191.0,394.0,4830.0,1002.0,4305.0,106.0,15602458.0,23618756.0,776680.0,17066002.0,4897433.0,21048292.0,23835603.0,519807.0,2482214.0,116677545.0,48354.0,44118647.0,157579150.0,140994383.0,9023.0,28835.0,4805.0,42663.0,23495081.0,3258894.0,464834,164348,3222481,56090,118925,6196,143315,3793,1009,7041,404897,508066,604302,18039,5216199,347208,208,629182,3341406,7646629,501768,346950,442784,27795,748388,64688,581672,1926982,8904813,1576565,200783,112279,190234,8250931,841079,389936,22601849,503296,23495081,4897433.0,44118647.0,3305245,510533,192778,603,141268,72200,15750,0,415198,0,533968,(NA),27412,269062,367006,3570223,86637,109581,0,1083352,352352,2443388,2185821,4213772,1097279,359963,261033,590319,455541,164401,6435637,1472774,314680,82193,405261,(L),-219361,157234,-66058,-156032,2729,7116167,6399593,784217,296763,461169,680530,716574,6435637,-219361,8746704.0,140994383.0,745190.0,17107057.0,207862921.0,522290.0,44118647.0,23495081.0,17066002.0,3258894.0,24903562.0,4258255.0,20645307.0,65136.0,65428.0,20645307.0,26314107.0,103577.0,218429.0,5346794.0,182294004.0,26314107.0
Connecticut,2008,61232.0,217101744.0,3545579.0,183053301.0,51629.0,16093842.0,6754848.0,4397.0,753.0,13474038.0,2683387.0,12226235.0,1288262.0,487007.0,28084688.0,57668.0,57349.0,1904815.0,4225.0,537.0,7249.0,1120.0,6149.0,243.0,14978341.0,25700273.0,491404.0,28085441.0,3971649.0,21801330.0,22848690.0,861427.0,1769889.0,101501573.0,67411.0,44650263.0,152435704.0,147883909.0,12593.0,41709.0,6929.0,61232.0,24567572.0,2261293.0,571965,293613,4800279,18413,237531,11860,51015,1544,438,5489,69996,319569,139424,19331,6081334,60866,142,865578,5037810,7966611,842096,304380,415288,23934,249006,36739,420242,1904815,11180010,1144072,144119,80592,136548,8106035,309821,279891,23926422,361259,24567572,3971649.0,44650263.0,13845,0,423,0,0,9020,0,0,0,0,72922,(NA),15549,264068,5970,23288,12569,65777,6536,0,17515,216323,322207,161987,49802,25317,13289,150841,48605,596,545705,9141,36243,27237,125352,0,966,58038,-1012,1800,178,546088,484194,153342,753,1349,383,61894,545705,966,7534646.0,147883909.0,140850.0,14289494.0,216960894.0,9737699.0,44650263.0,24567572.0,28085441.0,2261293.0,30571335.0,3821230.0,26750105.0,19733.0,7753.0,26750105.0,34048443.0,19733.0,312231.0,6966374.0,183053301.0,34048443.0
Delaware,2008,41832.0,36974073.0,883874.0,32555112.0,36832.0,3697953.0,1535428.0,1977.0,193713.0,2412890.0,541911.0,1709640.0,192088.0,92268.0,2507362.0,27175.0,46654.0,408523.0,2495.0,462.0,4664.0,830.0,6288.0,177.0,2204860.0,4122530.0,94245.0,2701075.0,733999.0,5558074.0,5233381.0,156614.0,452314.0,21102326.0,53127.0,7061389.0,29036782.0,23789473.0,7989.0,26915.0,6928.0,41832.0,6123211.0,546559.0,74723,45535,1137974,5536,23699,288,35648,389,470,920,17867,116736,59051,2067,1470732,46217,0,120258,1161673,2082472,154547,92513,79016,4473,108860,5899,159657,408523,2678622,298363,36117,20197,34220,2141523,119232,70143,5962534,90534,6123211,733999.0,7061389.0,29478,72895,14676,0,4340,13279,0,45602,29037,0,20383,(NA),314,15571,1704,57433,5973,745340,0,151874,59461,371834,234897,823156,375008,64710,24412,41615,135886,61858,975370,64823,25406,4963,32331,(L),12591,31974,13849,-1360,102,1218351,1058053,231007,193713,255572,242981,160298,975370,12591,1657891.0,23789473.0,228367.0,3193319.0,36745706.0,-2053990.0,7061389.0,6123211.0,2701075.0,546559.0,4087846.0,835890.0,3251956.0,3584.0,60246.0,3251956.0,4418961.0,60580.0,0.0,1106425.0,32555112.0,4418961.0
District of Columbia,2008,62103.0,36034466.0,580236.0,30672088.0,52861.0,9812010.0,3803386.0,0.0,0.0,3473601.0,413719.0,1667492.0,262618.0,73021.0,3897454.0,53374.0,74964.0,584420.0,3119.0,1007.0,8860.0,1166.0,6251.0,157.0,1809957.0,5141093.0,73021.0,3897454.0,676337.0,3627206.0,13615396.0,91123.0,724819.0,54335454.0,90054.0,7627387.0,71848304.0,24104330.0,13145.0,41542.0,7416.0,62103.0,4302749.0,797840.0,136350,109730,1485716,1150,4604,0,11283,3603,138,455,24068,87773,36501,4196,824016,41351,0,246080,1490320,775576,86927,119784,130783,2678,94760,9598,99565,584420,2355687,151667,22742,12718,21547,812077,107036,44167,4201575,57007,4302749,676337.0,7627387.0,0,0,0,0,0,0,0,0,0,0,0,(NA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595116.0,24104330.0,0.0,7398502.0,36034466.0,-40345472.0,7627387.0,4302749.0,3897454.0,797840.0,4640871.0,647188.0,3993683.0,417.0,0.0,3993683.0,5362378.0,1368695.0,0.0,0.0,30672088.0,5362378.0
Florida,2008,39655.0,734691254.0,18527305.0,661152990.0,35685.0,53221834.0,23623092.0,39133.0,758668.0,63247862.0,9807483.0,54696658.0,6710868.0,2129912.0,32307339.0,15168.0,41697.0,10853686.0,3944.0,586.0,6366.0,892.0,6155.0,124.0,73079355.0,117944520.0,2169045.0,33066007.0,16518351.0,114035074.0,76844926.0,2298754.0,8127759.0,338899628.0,43587.0,207542226.0,448810561.0,399961514.0,11202.0,21588.0,6865.0,39655.0,127187514.0,10296804.0,2455973,667906,14572775,182748,297675,6076,536709,5409,2057,15814,503160,3431818,1222617,29356,37912994,1273429,1105,3123879,14870450,43015330,2269398,1964851,2333138,126179,3225270,195018,2914491,10853686,54056873,5891319,761310,425729,721311,44237947,3547572,1478522,123800642,1908350,127187514,16518351.0,207542226.0,483129,11969,3860,0,0,101064,0,3575,3338,36874,464430,(NA),2190255,1973061,41433,588053,673919,435614,0,18882,1807136,2722590,6741560,1488097,500000,800000,159396,2114997,246484,679219,7081681,199961,324133,226976,1248910,(L),-115962,420000,6000,-10607,-111355,8635537,8229657,2234554,758668,1437894,1553856,405880,7081681,-115962,28053229.0,399961514.0,2152921.0,51676321.0,732538333.0,2827274.0,207542226.0,127187514.0,33066007.0,10296804.0,91751148.0,19622830.0,72128318.0,266445.0,18236.0,72128318.0,73538264.0,272988.0,229604.0,907354.0,661152990.0,73538264.0
Georgia,2008,35306.0,335573645.0,9504843.0,298060526.0,31359.0,28126354.0,12876885.0,38996.0,1695368.0,20514531.0,3840930.0,12399062.0,2183189.0,1098785.0,22266558.0,20265.0,43457.0,6212824.0,2158.0,654.0,3463.0,634.0,4622.0,133.0,20511808.0,32913593.0,1137781.0,23961926.0,6024119.0,43933378.0,41003239.0,1259591.0,4325431.0,187971829.0,46298.0,59449520.0,252936994.0,224718332.0,6255.0,23643.0,5408.0,35306.0,51405793.0,5463212.0,1253970,333137,7378139,72174,291793,22689,302035,6943,2593,15117,143417,2128053,517626,47342,11493823,658357,6037,1587107,7669932,15919939,1212249,1374858,1122806,40451,1476828,147103,1427650,6212824,19822112,2845834,388828,217435,368400,16437565,1670419,755135,49675995,974663,51405793,6024119.0,59449520.0,705828,205384,148904,2210,4290,99489,7130,103179,103636,479267,280687,(NA),226881,297126,40378,954221,431191,4031094,57120,425829,544551,2536211,2502343,5266002,1600000,620000,397508,516627,737600,333274,6902508,999078,360592,55846,414738,(L),27704,270000,42813,-22056,6947,8903453,7768345,2165952,1695368,2028649,2000945,1135108,6902508,27704,14429023.0,224718332.0,2146455.0,27305908.0,333427190.0,-912754.0,59449520.0,51405793.0,23961926.0,5463212.0,37249747.0,9178891.0,28070856.0,34736.0,21969.0,28070856.0,37513119.0,34736.0,420510.0,8987017.0,298060526.0,37513119.0
Hawaii,2008,42073.0,56050035.0,1332213.0,50117559.0,37620.0,5510750.0,2176393.0,6006.0,-25111.0,4629491.0,979495.0,2249875.0,775155.0,159407.0,4051469.0,25416.0,41983.0,895114.0,2518.0,672.0,5164.0,1317.0,4922.0,181.0,3354319.0,6879366.0,165413.0,4026358.0,1754650.0,6557198.0,7687143.0,240894.0,695147.0,29184559.0,47525.0,11988335.0,40898060.0,36368494.0,8999.0,27299.0,5775.0,42073.0,7693206.0,860560.0,280179,120763,1248746,19628,39818,824,2730,1987,0,4181,30432,157896,52790,6992,1587405,47679,495,400942,1288564,2557752,233902,197687,138589,11871,206882,16097,89744,895114,2923648,456596,54245,30334,51395,2610542,235345,105349,7451883,135974,7693206,1754650.0,11988335.0,26942,0,3711,0,0,10595,0,0,0,0,5460,(NA),104728,99210,0,41248,61229,11214,0,0,73597,264437,338764,57922,23589,57157,8435,214386,85148,-103827,618055,3381,31979,30292,178692,0,-1152,23126,0,-1476,324,490269,396686,183873,-25111,-128938,-127786,93583,618055,-1152,2353173.0,36368494.0,172876.0,4529566.0,55877159.0,0.0,11988335.0,7693206.0,4026358.0,860560.0,5403598.0,1157438.0,4246160.0,5224.0,987.0,4246160.0,5932476.0,70236.0,0.0,1616080.0,50117559.0,5932476.0
Idaho,2008,33031.0,50680252.0,1534320.0,45546313.0,29685.0,4107836.0,2080012.0,22577.0,1150613.0,3231813.0,723041.0,2243152.0,495123.0,207307.0,4192056.0,20221.0,34559.0,700448.0,2414.0,457.0,3568.0,794.0,4896.0,173.0,3704307.0,5474965.0,229884.0,5342669.0,1218164.0,7511749.0,6187848.0,265105.0,693158.0,23954785.0,38444.0,10397436.0,35485302.0,31805514.0,6777.0,20729.0,5525.0,33031.0,8477302.0,923042.0,212924,11298,1211434,6946,69212,6619,87532,4128,607,1459,160174,206379,254652,12813,1744710,59554,0,224222,1280646,2928136,252292,129530,140317,6816,231741,14864,184158,700448,3084910,524863,63301,35398,59975,3182788,253421,122935,8195693,158674,8477302,1218164.0,10397436.0,1444284,68929,12288,879,316133,115686,0,0,511525,0,2100564,(NA),31168,80209,608799,1572258,312233,28435,0,897466,1051956,2261590,2981831,3701257,1022298,630975,150768,749832,246447,389035,5642015,561444,273936,99962,518220,(L),101366,141940,170755,-71736,2347,7080303,6683088,1768795,1150613,1539654,1438288,397215,5642015,101366,2130996.0,31805514.0,1722733.0,4211008.0,48957519.0,531220.0,10397436.0,8477302.0,5342669.0,923042.0,4731821.0,1133302.0,3598519.0,12178.0,35816.0,3598519.0,5133939.0,15306.0,0.0,1520114.0,45546313.0,5133939.0
Illinois,2008,43358.0,552691325.0,12747038.0,483483395.0,37929.0,49983387.0,20745002.0,62656.0,4092495.0,32855586.0,5964549.0,26880277.0,4669372.0,1353307.0,33582464.0,24815.0,49261.0,8028725.0,2999.0,630.0,4686.0,834.0,5142.0,216.0,38232965.0,59735863.0,1415963.0,37674959.0,10633921.0,65548170.0,70728389.0,2751365.0,6155329.0,303218608.0,54366.0,108602749.0,411621956.0,367760316.0,8520.0,28851.0,5988.0,43358.0,76328260.0,7571292.0,2209107,658027,11503128,161718,330165,50165,617042,10145,7158,18253,125079,1816407,903839,85721,18719227,174196,1076,2867134,11833293,24583835,2665644,1807645,1537539,62995,898987,83341,1758670,8028725,30726716,4202206,522957,292441,495482,25487674,1046399,1015625,74001755,1310880,76328260,10633921.0,108602749.0,742005,8514991,1251226,6076,2127,48226,23385,3462962,469918,0,362796,(NA),30715,310278,63752,2041457,308489,146576,0,12479459,106604,6408833,13299297,2550829,830000,2840000,635827,709499,593896,621850,13471064,606307,806425,85880,510097,(L),1105574,1270000,929002,-29133,205705,17079849,15850126,4688472,4092495,4714359,3608785,1229723,13471064,1105574,22305938.0,367760316.0,4658111.0,43050940.0,548033214.0,-810700.0,108602749.0,76328260.0,37674959.0,7571292.0,70899044.0,13202084.0,57696960.0,98630.0,35278.0,57696960.0,69207930.0,110402.0,0.0,11400568.0,483483395.0,69207930.0
Indiana,2008,35139.0,225759917.0,6424806.0,201376161.0,31344.0,20874554.0,8807779.0,52258.0,1928068.0,11475063.0,2104140.0,8019560.0,1357846.0,594904.0,14369932.0,24155.0,38818.0,3460738.0,2103.0,539.0,3034.0,539.0,5507.0,191.0,13508898.0,19494623.0,647162.0,16298000.0,3461986.0,35383418.0,29682333.0,1228062.0,3044194.0,118169279.0,44469.0,36465507.0,164149612.0,149222192.0,5676.0,23226.0,6237.0,35139.0,40072218.0,3691356.0,889062,239443,5914875,113885,37490,44912,299956,2476,3296,7767,41241,895254,455082,58451,9405094,147692,188,1128505,5952365,14212775,1169611,830506,606473,23822,642333,35863,1057183,3460738,15505151,2284312,262256,146655,248477,14667857,702206,509321,38905509,657388,40072218,3461986.0,36465507.0,314165,3908404,1164419,212,(L),48084,0,2132477,224634,0,639352,(NA),17627,126974,76726,1526668,157837,957159,0,6265728,111772,3687990,6756664,3123179,990000,1540000,321887,425635,653759,447328,8310064,536701,459738,37949,293452,(L),-170021,670000,-204127,-45829,79935,10855489,9879843,2259469,1928068,2375404,2545425,975646,8310064,-170021,9990775.0,149222192.0,2241679.0,18798554.0,223518238.0,3871134.0,36465507.0,40072218.0,16298000.0,3691356.0,23672526.0,5907769.0,17764757.0,31709.0,18239.0,17764757.0,24383756.0,1431835.0,183115.0,5004049.0,201376161.0,24383756.0
