GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
Montana,2015,42637.0,43844378.0,1028317.0,38910119.0,37839.0,3063457.0,1751122.0,23302.0,581762.0,2958750.0,1442143.0,1425782.0,871698.0,157701.0,4208287.0,26685.0,40154.0,619668.0,3554.0,603.0,4264.0,2250.0,7143.0,117.0,3654357.0,4384532.0,181003.0,4790049.0,2313841.0,7344998.0,4814579.0,119836.0,479606.0,19258155.0,43691.0,10352730.0,28862783.0,25407146.0,10068.0,24708.0,7862.0,42637.0,8084502.0,660609.0,137388,22146,1159104,4249,65079,99,138380,4554,911,1064,130493,177781,273122,6628,1773736,48811,437,159534,1224183,3073292,113208,169728,112625,4777,326583,38752,163546,619668,3046730,175099,58372,25700,46631,3346414,370549,111957,7841842,130703,8084502,2313841.0,10352730.0,1910830,21535,68064,2498,362023,64256,0,0,1000915,0,43806,(NA),3917,27535,320572,2043150,125972,41184,0,1386971,120410,2258016,1985377,2128140,320578,554285,131273,300052,356719,29289,4194393,477076,192856,26077,220547,(L),203937,91530,-62871,276615,-9807,4601509,4113517,828386,581762,611053,407116,487992,4194393,203937,1862831.0,25407146.0,817894.0,3613953.0,43026484.0,158316.0,10352730.0,8084502.0,4790049.0,660609.0,4184396.0,606300.0,3578096.0,7153.0,58432.0,3578096.0,4934259.0,10576.0,39282.0,1306305.0,38910119.0,4934259.0
Nebraska,2015,49572.0,93868240.0,1893564.0,84004874.0,44363.0,7338524.0,3456297.0,41203.0,4569665.0,4947388.0,2147779.0,2320852.0,1328979.0,231445.0,9987253.0,43152.0,44375.0,1155659.0,3619.0,610.0,3838.0,1836.0,6460.0,49.0,6853351.0,7268240.0,272648.0,14556918.0,3476758.0,12232448.0,10794821.0,93429.0,1031919.0,45791673.0,54534.0,17598349.0,71143412.0,62788355.0,9294.0,33159.0,7120.0,49572.0,13481536.0,1304567.0,328471,73342,1938946,5104,12977,770,353572,586,3263,369,12089,328576,370765,4988,3273461,105944,536,401813,1951923,4899504,88441,242392,182878,8186,550170,61687,300366,1155659,5331328,264404,107167,47183,85610,5270269,620579,205542,13036034,239960,13481536,3476758.0,17598349.0,13403990,5742045,835755,3287,132979,226162,54617,2401085,219976,0,231222,(NA),1895,36310,152727,14465907,300720,322937,0,8553989,83022,7939551,9128663,15020066,2650000,2200000,795198,914302,1018634,178820,21815300,6311777,569670,57974,590731,(L),601238,1230000,273204,308608,19426,25962561,24148729,5218370,4569665,4748499,4147261,1813832,21815300,601238,3924327.0,62788355.0,5193774.0,7380624.0,88674466.0,-974433.0,17598349.0,13481536.0,14556918.0,1304567.0,8524906.0,1239172.0,7285734.0,60381.0,32902.0,7285734.0,9863366.0,110313.0,107420.0,2359899.0,84004874.0,9863366.0
Nevada,2015,43128.0,124341475.0,2883057.0,111349170.0,38622.0,10942238.0,4569508.0,3678.0,73723.0,8627568.0,3386749.0,4663110.0,1977866.0,369026.0,6800050.0,18427.0,47166.0,2098170.0,3802.0,728.0,4610.0,1861.0,6353.0,133.0,10962241.0,13290678.0,372704.0,6873773.0,5364615.0,18315006.0,15511746.0,383702.0,1293780.0,61022988.0,50051.0,29617534.0,83408507.0,73927063.0,10273.0,25642.0,7213.0,43128.0,20796878.0,1666484.0,437542,69095,3175520,31089,216972,146,75548,2295,200,3049,39793,640788,146430,5690,4944474,155791,720,506637,3392492,7263444,378012,602867,347878,8971,837669,102331,472965,2098170,8492757,301232,165618,72917,132303,7409874,949691,317649,20108391,370838,20796878,5364615.0,29617534.0,397958,0,798,0,0,17137,0,0,3406,0,117351,(NA),870,15566,113285,415893,5842,26265,0,3406,26903,347333,165872,559509,102562,40590,36609,93934,64604,3646,738023,107891,34189,8062,76530,0,-11202,11524,-16146,6204,-1260,826594,725381,158315,73723,77369,88571,101213,738023,-11202,4893909.0,73927063.0,154571.0,9463417.0,124186904.0,-18027.0,29617534.0,20796878.0,6873773.0,1666484.0,14843168.0,2247179.0,12595989.0,47393.0,15113.0,12595989.0,12992305.0,47393.0,189239.0,159684.0,111349170.0,12992305.0
New Hampshire,2015,54543.0,72548919.0,1330134.0,64808409.0,48723.0,5575549.0,2370724.0,4147.0,-501.0,4079533.0,2076760.0,2109834.0,953203.0,190238.0,6303149.0,33133.0,51713.0,613411.0,2637.0,461.0,4653.0,2278.0,7544.0,67.0,3507847.0,6189367.0,194385.0,6302648.0,3029963.0,10034950.0,7946273.0,88696.0,666962.0,34490386.0,56585.0,12727177.0,48739307.0,49084685.0,9568.0,36902.0,8072.0,54543.0,10737057.0,861347.0,156187,26585,1705650,24247,2438,887,18497,273,173,308,20996,162090,63740,1641,2680094,24062,95,182772,1708088,4461201,87055,129523,139026,6291,316689,55988,256917,613411,4412244,150314,74925,32988,59854,4524941,379063,143704,10425586,167767,10737057,3029963.0,12727177.0,10910,0,920,0,0,7503,0,0,0,0,51800,(NA),15714,47175,4443,19333,7605,62876,0,0,7070,142039,82007,134009,37946,7263,7001,49046,30745,-1001,264734,5179,11539,5635,41128,0,9470,11722,306,9119,(L),253762,216016,46262,-501,-1502,-10972,37746,264734,9470,2935214.0,49084685.0,44150.0,5305938.0,72504769.0,5651316.0,12727177.0,10737057.0,6302648.0,861347.0,8414038.0,963118.0,7450920.0,10985.0,11505.0,7450920.0,7740510.0,10987.0,90348.0,188255.0,64808409.0,7740510.0
New Jersey,2015,60069.0,538220307.0,8960001.0,462715382.0,51642.0,38379426.0,18966158.0,8087.0,120436.0,29201170.0,17644992.0,16307578.0,5782210.0,1232743.0,47762787.0,38745.0,61765.0,6879351.0,3428.0,768.0,5079.0,2615.0,7540.0,223.0,30711298.0,45508748.0,1240830.0,47883223.0,23427202.0,67556177.0,57345584.0,1998290.0,4064830.0,251064917.0,67154.0,99647248.0,356293724.0,362139241.0,11121.0,40417.0,8531.0,60069.0,76433818.0,5305660.0,2438614,449511,13965405,602934,246966,8563,202920,6547,3474,16669,399108,1485675,1204962,35253,19626468,125983,3226,2888125,14212371,26099950,1963037,1338602,1166949,33981,1043346,201947,1698181,6879351,33964822,1189700,509025,224111,406633,27304912,1282500,976293,74317756,1139769,76433818,23427202.0,99647248.0,18173,36633,1082,0,0,40455,0,27360,4243,0,22000,(NA),163684,423576,10081,59710,21305,75324,0,68236,202045,483914,888927,157034,45824,88162,8498,246804,94166,7369,1008701,15103,48254,41026,204582,(L),-12118,80640,-13952,2283,-449,1148625,1045961,366044,120436,127806,139924,102664,1008701,-12118,21074567.0,362139241.0,344519.0,40040725.0,537875788.0,45886242.0,99647248.0,76433818.0,47883223.0,5305660.0,68818559.0,7339409.0,61479150.0,100097.0,14620.0,61479150.0,75504925.0,100097.0,0.0,13925678.0,462715382.0,75504925.0
New Mexico,2015,37938.0,78996822.0,2082264.0,71782640.0,34473.0,6426663.0,3133980.0,21405.0,527261.0,4912954.0,2854465.0,1625685.0,1043274.0,210438.0,4057378.0,19281.0,43532.0,2131553.0,2047.0,1024.0,3140.0,1872.0,8055.0,88.0,4263123.0,6538639.0,231843.0,4584639.0,3897739.0,16771786.0,9560643.0,182784.0,860662.0,37466005.0,47241.0,14699501.0,51611287.0,45211198.0,7059.0,21713.0,9166.0,37938.0,19086123.0,1092505.0,363694,142422,5326280,8760,1875,3403,94380,3697,496,2150,61990,544525,165130,9746,3526915,114046,682,506116,5328155,5632539,173038,678562,402350,9161,788066,72736,405015,2131553,8969116,236578,118536,52188,94692,5797669,870645,227347,18593360,265416,19086123,3897739.0,14699501.0,987573,31540,366,0,9757,35348,11327,0,17168,29798,1254029,(NA),202009,39672,115712,1023287,32520,53546,0,69792,182208,983459,671711,2330862,820097,94625,80312,288388,112784,11902,2698384,383086,93344,27899,232694,(L),41880,35385,-17517,65452,-6055,3195669,3002573,787854,527261,539165,497285,193096,2698384,41880,3335468.0,45211198.0,774615.0,6469448.0,78222207.0,69359.0,14699501.0,19086123.0,4584639.0,1092505.0,7011218.0,1327073.0,5684145.0,10523.0,20507.0,5684145.0,7214182.0,17747.0,0.0,1512290.0,71782640.0,7214182.0
New York,2015,58324.0,1155937626.0,19819347.0,958380842.0,48356.0,107999751.0,45270439.0,32657.0,502957.0,74048742.0,30763958.0,46387120.0,12956230.0,2681210.0,91016090.0,33946.0,66795.0,22125207.0,3770.0,1116.0,6077.0,2206.0,8924.0,117.0,74710761.0,120435862.0,2713867.0,91519047.0,43720188.0,176870292.0,153270190.0,2313412.0,9392859.0,627391960.0,72041.0,238866811.0,872181197.0,715761904.0,12052.0,36114.0,10157.0,58324.0,201308911.0,12106726.0,3813548,4052572,59707119,230986,2556600,15235,486515,7423,4320,17322,2413521,4396321,3131022,44300,43421019,203015,2057,7866120,62263719,54141133,2269112,5079153,4783613,64726,2388808,542725,4189926,22125207,105887753,1885077,1115460,491109,891080,57272155,2998316,2139416,196671846,2497649,201308911,43720188.0,238866811.0,445928,317143,23201,4369,5492,89691,0,95325,29567,0,2556554,(NA),386562,368952,131357,558820,65095,272379,0,451896,417127,2447494,1820989,3387753,854035,353968,70421,698685,363721,15699,5032084,163501,269914,106415,558728,(L),-92141,244487,-124739,31377,1221,5642884,5208742,1168100,502957,518659,610800,434142,5032084,-92141,46574018.0,715761904.0,1109126.0,91844457.0,1154828500.0,-64574836.0,238866811.0,201308911.0,91519047.0,12106726.0,157630648.0,18259455.0,139371193.0,331741.0,44240.0,139371193.0,197556784.0,11067920.0,0.0,47117671.0,958380842.0,197556784.0
North Carolina,2015,41351.0,415234837.0,10041769.0,367481489.0,36595.0,34101202.0,16594200.0,41403.0,2817145.0,24508580.0,12235065.0,9936389.0,4232170.0,1159471.0,26661432.0,22994.0,47389.0,8534434.0,2470.0,850.0,3430.0,1640.0,7354.0,31.0,24803433.0,34444969.0,1200874.0,29478577.0,16467235.0,73852096.0,50695402.0,315237.0,4498637.0,213183695.0,51471.0,75715637.0,293357674.0,256817433.0,7540.0,25575.0,8236.0,41351.0,82701767.0,5699511.0,1879445,206792,12873344,124937,151831,13336,220948,1727,1178,5156,119148,2451086,465033,21397,19644993,823760,1016,2086237,13025175,29303931,293840,2321803,1675308,41099,3493349,454581,2000491,8534434,33493928,2233284,569000,250516,454544,29768964,3990045,1091324,80336383,1274060,82701767,16467235.0,75715637.0,534584,377139,2955679,1979,6793,187647,0,592716,149989,222673,182094,(NA),150035,688533,70192,3677910,195285,4976179,928763,1128616,577999,3522729,3962096,8836183,3470000,790000,91137,816087,1133982,111370,10781839,1444438,358585,78198,573754,(L),-313037,380000,-323392,19049,-8694,14023398,12798279,3469097,2817145,2928522,3241559,1225119,10781839,-313037,18069268.0,256817433.0,3438211.0,34663468.0,411796626.0,-1876773.0,75715637.0,82701767.0,29478577.0,5699511.0,41296455.0,6313711.0,34982744.0,31185.0,63469.0,34982744.0,47753348.0,70935.0,358796.0,12340873.0,367481489.0,47753348.0
North Dakota,2015,55643.0,42002831.0,754859.0,37601253.0,49812.0,3219516.0,1969793.0,26404.0,476233.0,2165297.0,1038562.0,972311.0,1376929.0,101590.0,3818809.0,37590.0,49738.0,439809.0,4344.0,583.0,4157.0,3200.0,6342.0,152.0,3278788.0,3137608.0,127994.0,4295042.0,2415491.0,4787509.0,5189309.0,115093.0,471619.0,23457372.0,54938.0,8831887.0,32941723.0,27828533.0,11700.0,36866.0,7077.0,55643.0,5342411.0,599613.0,189992,23269,950380,371,8631,(L),73286,1088,563,328,249915,93649,323572,1997,1107519,47595,163,213261,959011,1798275,113096,82245,50654,2638,168986,24155,89009,439809,2114125,89916,42498,18711,33950,2121847,195942,81511,5165741,95159,5342411,2415491.0,8831887.0,1248030,876972,73777,15710,1250144,90727,0,1600998,1736645,0,55917,(NA),511,5468,95356,1412534,403679,36940,0,5480469,324020,4842530,6309503,1505391,160427,2109424,363039,361782,1060890,4382,9319061,362064,488151,29126,182613,(L),560858,994683,400420,131959,28479,9238823,7814894,687972,476233,480620,-80238,1423929,9319061,560858,1892006.0,27828533.0,669498.0,3861799.0,41333333.0,-1251391.0,8831887.0,5342411.0,4295042.0,599613.0,4388063.0,544478.0,3843585.0,10207.0,16951.0,3843585.0,4401578.0,11242.0,0.0,546751.0,37601253.0,4401578.0
Ohio,2015,43803.0,508379906.0,11606027.0,451157675.0,38873.0,46561423.0,18675015.0,67802.0,526656.0,23200298.0,12375776.0,10502631.0,4835113.0,1270730.0,36655505.0,28846.0,48007.0,9448852.0,2590.0,814.0,2904.0,1483.0,7873.0,82.0,30055734.0,33702929.0,1338532.0,37182161.0,17210889.0,91379302.0,65236438.0,947546.0,5524484.0,265214325.0,53567.0,80969552.0,367632924.0,325634654.0,6977.0,28057.0,8769.0,43803.0,101775700.0,6863016.0,1747330,745583,21633919,412395,2239,14970,546369,2650,3625,9915,1183825,2406773,2142589,31160,25264473,253238,0,2492913,21636158,33860854,916386,2446961,2102205,41301,2214237,288455,1996232,9448852,47153869,950216,657082,289297,524908,36003443,2543993,1260262,99044151,1471287,101775700,17210889.0,80969552.0,880233,1985413,787670,2750,0,91613,0,2128516,142711,0,978772,(NA),38313,357192,112864,1759516,151219,1702645,8289,4259390,179793,4580707,5107060,4440933,1564556,1255848,305915,782098,956031,12082,9967001,531549,373528,74312,595894,(L),-304194,878715,-383527,57199,22134,10809939,9547993,1196862,526656,538744,842938,1261946,9967001,-304194,20897875.0,325634654.0,1159062.0,39572890.0,507220844.0,-2425380.0,80969552.0,101775700.0,37182161.0,6863016.0,50941150.0,7903299.0,43037851.0,120996.0,98872.0,43037851.0,57222231.0,4913296.0,0.0,9271084.0,451157675.0,57222231.0
Oklahoma,2015,43999.0,171788102.0,3904353.0,155159995.0,39740.0,13415626.0,5805988.0,71058.0,1705755.0,9063699.0,3693144.0,3453592.0,2534693.0,509397.0,23920426.0,46958.0,45081.0,3046137.0,2920.0,780.0,3206.0,1595.0,7156.0,90.0,11400205.0,12517291.0,580455.0,25626181.0,6227837.0,27939732.0,19221614.0,352284.0,1707004.0,76954206.0,53248.0,30145333.0,121802001.0,110304616.0,7721.0,28252.0,8026.0,43999.0,31338153.0,2287459.0,515837,118868,4688515,14990,20750,3095,113112,1637,691,3746,316318,878179,444420,9169,7599648,264844,1542,634705,4709265,10917365,343115,856613,676640,14954,1834117,147421,695026,3046137,12573757,392590,220958,97282,176511,11361785,1998034,423789,30419613,494751,31338153,6227837.0,30145333.0,4676931,132095,1041042,470,28333,96704,61581,86777,411064,85973,134106,(NA),33415,149801,118746,5814677,65386,947530,0,720320,13048,3037160,1186689,6896313,996286,533568,534310,391284,581296,59346,7855605,2424625,318400,21928,201622,(L),422103,154282,87532,368130,-33559,9198608,8083002,1929305,1705755,1765106,1343003,1115606,7855605,422103,6422665.0,110304616.0,1919279.0,12228653.0,169868823.0,731268.0,30145333.0,31338153.0,25626181.0,2287459.0,15520865.0,2629271.0,12891594.0,19561.0,19954.0,12891594.0,16628107.0,24219.0,36837.0,3675457.0,155159995.0,16628107.0
Oregon,2015,44424.0,178432319.0,4016537.0,154792179.0,38539.0,13151743.0,7970713.0,32464.0,871661.0,10038429.0,6383710.0,5095294.0,3107692.0,504694.0,13082044.0,25921.0,49189.0,3295474.0,2862.0,820.0,3768.0,2363.0,7949.0,138.0,11495141.0,15133723.0,537158.0,13953705.0,9491402.0,31926488.0,21122456.0,552812.0,1852923.0,91143548.0,52810.0,36120266.0,126219709.0,106537279.0,8993.0,26525.0,8907.0,44424.0,35774774.0,2390081.0,653105,268127,8209349,22337,165529,12238,176524,7607,912,11286,380641,634598,579502,32043,7281497,81446,1992,921232,8374878,12204884,520769,1148174,591470,17911,1289342,139075,650166,3295474,15737821,353796,229006,100826,182941,12784386,1448320,439226,34822775,512773,35774774,9491402.0,36120266.0,1304262,24424,2551,2945,19682,67154,0,0,242515,0,470580,(NA),713730,775247,326231,1373967,182707,238195,0,289566,466327,2125299,2753808,2082742,458275,486171,144569,973934,849287,53438,4855032,499624,165390,101245,770536,(L),-50272,146339,-37559,13100,-25813,5830406,4836550,1743442,871661,925102,975374,993856,4855032,-50272,7994072.0,106537279.0,1693490.0,15964785.0,176738829.0,-3717645.0,36120266.0,35774774.0,13953705.0,2390081.0,17924709.0,2258972.0,15665737.0,188102.0,58298.0,15665737.0,23640140.0,194845.0,0.0,7779558.0,154792179.0,23640140.0
Pennsylvania,2015,49815.0,637183688.0,12791124.0,560030139.0,43783.0,54986151.0,24191463.0,53258.0,915348.0,33339976.0,17644560.0,17852971.0,6957595.0,1422176.0,56971229.0,40059.0,51035.0,11175573.0,2673.0,874.0,4002.0,1923.0,8528.0,174.0,34192352.0,51192947.0,1475434.0,57886577.0,24602155.0,109080627.0,79177614.0,2228807.0,6042526.0,308378815.0,59251.0,109987454.0,445443006.0,404711227.0,8599.0,31640.0,9576.0,49815.0,122485007.0,7517960.0,3246113,502670,24928630,398997,440565,32901,717254,11796,5093,17485,493257,2195842,1609508,67275,30198841,334653,1086,3748783,25369195,42303494,2161532,2718247,2512701,54305,2418928,343177,1925537,11175573,55902689,1531205,719421,316743,574707,43913002,2817496,1379827,119494309,1610871,122485007,24602155.0,109987454.0,831728,496980,342252,6007,9206,150424,0,184584,50179,0,1985235,(NA),178037,772428,212277,1324404,66076,1758921,42070,746956,134828,3248551,2152672,5068560,1554067,431969,63709,687309,612043,21929,6998000,518831,269090,83689,513542,(L),38297,288183,-59922,105982,-7763,7896984,7221232,1512579,915348,937281,898984,675752,6998000,38297,26021833.0,404711227.0,1476539.0,50213296.0,635707149.0,9481517.0,109987454.0,122485007.0,57886577.0,7517960.0,68676986.0,9303628.0,59373358.0,141128.0,125069.0,59373358.0,77153549.0,5095493.0,71759.0,12612939.0,560030139.0,77153549.0
Rhode Island,2015,49744.0,52525608.0,1055916.0,46470302.0,44009.0,4117459.0,2117370.0,1086.0,-32.0,2890870.0,1574135.0,1414149.0,670081.0,126582.0,3567849.0,28186.0,51264.0,1106275.0,2800.0,1048.0,4077.0,2125.0,8879.0,157.0,2956162.0,4305019.0,127668.0,3567817.0,2244216.0,9375879.0,6234829.0,165489.0,499662.0,25614872.0,56458.0,9505397.0,35417518.0,32372568.0,9002.0,30658.0,10084.0,49744.0,10647643.0,627330.0,313383,101553,2635800,185356,2521,920,12832,534,234,1320,16067,203094,214255,3008,2335832,26515,240,414936,2638321,3264180,162481,274734,213511,4335,224830,38478,244594,1106275,5000668,139276,58941,25950,47085,3478435,267883,113047,10402620,131976,10647643,2244216.0,9505397.0,2196,0,398,0,0,10103,0,0,0,0,2967,(NA),2767,29663,554,12697,1140,14689,0,0,3766,44517,37890,30353,5330,4013,4013,18012,8742,-236,81620,1165,4564,2834,15209,0,354,4019,-155,407,102,80998,68243,18011,-32,-268,-622,12755,81620,354,2370781.0,32372568.0,16298.0,4488151.0,52509310.0,1443201.0,9505397.0,10647643.0,3567817.0,627330.0,5451237.0,791328.0,4659909.0,8086.0,7579.0,4659909.0,6055306.0,8086.0,90040.0,1297271.0,46470302.0,6055306.0
South Carolina,2015,38802.0,189836135.0,4892423.0,170430955.0,34836.0,15640478.0,7045117.0,21047.0,-56594.0,11107825.0,5439114.0,4117860.0,1903790.0,524860.0,12117747.0,23088.0,43254.0,4237908.0,2175.0,866.0,3112.0,1501.0,7832.0,42.0,10640995.0,15225685.0,545907.0,12061153.0,7342904.0,38319721.0,22685595.0,204908.0,2091897.0,90482628.0,47475.0,33209584.0,125229376.0,113864014.0,6788.0,23274.0,8741.0,38802.0,42762537.0,2637804.0,771408,143269,6014893,53537,4493,11943,156962,609,1032,3184,168711,1319666,379210,16768,10269387,401943,0,914677,6019386,15779177,188140,1241369,762196,21273,1933622,254076,1342015,4237908,16690716,768863,276821,121877,221137,16158387,2208971,530934,41611768,619835,42762537,7342904.0,33209584.0,263786,96757,48913,1310,811,47048,0,90344,29520,92816,51084,(NA),72237,173731,14537,359747,134272,1159430,59829,218742,108316,1139385,874480,1570261,661790,300349,63037,219024,332961,-40154,2818162,264508,114487,23447,181268,(L),-119324,118619,-127277,5697,2256,2840739,2444741,148121,-56594,-96747,22577,395998,2818162,-119324,8021730.0,113864014.0,138285.0,15066847.0,189697850.0,3701485.0,33209584.0,42762537.0,12061153.0,2637804.0,17912287.0,2976754.0,14935533.0,82070.0,40563.0,14935533.0,19405180.0,120620.0,309540.0,4039487.0,170430955.0,19405180.0
South Dakota,2015,47882.0,40892772.0,854036.0,37125239.0,43470.0,3239833.0,1311095.0,27321.0,1456838.0,2516172.0,960970.0,1254601.0,868278.0,118399.0,5006349.0,42284.0,39655.0,538109.0,4058.0,630.0,4415.0,2142.0,6458.0,37.0,3466048.0,3770773.0,145720.0,6463187.0,1829248.0,5515785.0,4550928.0,31278.0,447782.0,17756809.0,48477.0,9066069.0,28770924.0,25741531.0,10616.0,30141.0,7125.0,47882.0,6085172.0,593502.0,133461,19282,822584,2975,5422,440,39098,1150,276,81,9945,144457,52018,1947,1474848,54081,336,152743,828006,2374243,29331,147533,93376,3234,238149,28774,131261,538109,2356935,131547,47939,21107,38296,2426261,270493,91946,5885884,107342,6085172,1829248.0,9066069.0,3048821,2350969,506798,18884,241059,108723,39950,1829310,544733,0,435120,(NA),594,11842,169682,3664342,87395,228058,0,5024905,485,4793751,5294903,4327520,733287,1507006,425790,396550,957472,32823,9906927,1189155,406143,16491,174075,(L),390909,881035,43473,367865,-20429,11005685,9622423,1647404,1456838,1489667,1098758,1383262,9906927,390909,1658990.0,25741531.0,1641067.0,2970085.0,39251705.0,-59308.0,9066069.0,6085172.0,6463187.0,593502.0,4192951.0,550462.0,3642489.0,5010.0,56905.0,3642489.0,3767533.0,12073.0,0.0,112971.0,37125239.0,3767533.0
Tennessee,2015,42156.0,277836898.0,6590726.0,253665225.0,38488.0,21142481.0,9544093.0,61818.0,89842.0,13791112.0,7480137.0,5982096.0,2874996.0,819698.0,35657507.0,43501.0,46195.0,6201720.0,1499.0,941.0,3000.0,1571.0,7689.0,49.0,9877048.0,19773208.0,881516.0,35747349.0,10355133.0,50675370.0,30686574.0,319858.0,2977105.0,137526406.0,52858.0,40005389.0,203960329.0,180634561.0,6070.0,27407.0,8678.0,42156.0,57196948.0,3858621.0,1340200,155871,9464697,76110,142677,4996,282323,2111,1931,2403,104537,1732372,462970,11441,14058179,422257,1221,1496071,9607374,20266006,308417,1792622,1180655,23151,2076506,254164,1221464,6201720,24087810,724139,374767,165000,299381,20728976,2355042,718791,55639009,839148,57196948,10355133.0,40005389.0,824887,397055,73322,0,(L),42377,0,744784,126277,147044,138556,(NA),5796,240385,125461,940586,45692,659673,126610,1268117,94997,1964486,2054102,1738815,576079,517302,63799,283527,300322,1030,4078586,300927,170598,28372,193186,(L),12422,265667,-140827,146146,7103,4157038,3792917,311400,89842,90874,78452,364121,4078586,12422,12242509.0,180634561.0,301424.0,21786602.0,277535474.0,-1539166.0,40005389.0,57196948.0,35747349.0,3858621.0,28127424.0,4686478.0,23440946.0,31657.0,70608.0,23440946.0,24171673.0,122098.0,0.0,608629.0,253665225.0,24171673.0
Texas,2015,46787.0,1284521219.0,27454880.0,1153638169.0,42019.0,95655822.0,44925922.0,219381.0,4672933.0,69735459.0,22023031.0,34074763.0,17293616.0,3884080.0,163364865.0,42060.0,53764.0,21858489.0,2767.0,796.0,3781.0,1432.0,6051.0,103.0,75973973.0,103810222.0,4103461.0,168037798.0,39316647.0,166140678.0,140581744.0,2832931.0,12314913.0,662100635.0,59124.0,219100842.0,970720177.0,874588279.0,7980.0,31855.0,6951.0,46787.0,190832098.0,16418374.0,4869156,397511,35584006,105138,1666058,34312,812064,13460,5275,56094,746783,7395976,1663985,109141,46120099,1562733,32588,5266667,37250064,56292674,2723790,5126317,4069529,83712,7579520,1321730,3959650,21858489,84932896,3785482,1560593,687090,1246673,57956659,9017550,2994085,184343657,3494356,190832098,39316647.0,219100842.0,15950646,1067346,307733,11433,172903,393994,557723,28545,460006,1710731,1818675,(NA),190921,1329945,395753,16652373,375466,2928835,0,2297956,425300,10220731,6726072,21399883,4460000,1540000,944830,2340351,4113443,178343,27963185,7701631,870472,175507,1709216,(L),-369751,830000,-568383,159448,39184,33184228,28125955,6557656,4672933,4851292,5221043,5058273,27963185,-369751,49580284.0,874588279.0,6482927.0,94506206.0,1278038292.0,-1625692.0,219100842.0,190832098.0,168037798.0,16418374.0,150576663.0,22386402.0,128190261.0,149356.0,317631.0,128190261.0,130883050.0,327588.0,454646.0,1910555.0,1153638169.0,130883050.0
